step,body,x,y,z
203,0,2.660991130286679e-04,-1.625065784776884e-03,-3.446635603729000e-05
203,1,-2.811046727007193e-01,3.231258463556290e-01,3.983251934457081e-02
203,2,5.950218219312521e-01,-4.056666375934806e-01,-2.396003762570128e-02
203,3,-9.563815425262058e-01,-3.497560704741819e-01,-2.040582549290468e-04
203,4,-9.571793001133287e-01,-3.496552325603444e-01,1.126758652000567e-03
203,5,-7.147002700865703e-01,1.386193557524043e+00,4.476883486413703e-02
203,6,4.702288110709754e+00,1.705004788082700e+00,3.614585284344902e-02
203,7,8.999695862308375e+00,1.191425559129983e+00,8.806185400749969e-07
203,8,1.824844289481791e+01,8.397731947101859e-01,1.806623380709096e-08
203,9,2.988021442025812e+01,6.444251494749375e-01,1.893291383490962e-09
204,0,2.685755377290719e-04,-1.632750754945190e-03,-3.463191640688483e-05
204,1,-3.018502880527252e-01,3.101076232950725e-01,3.823512602895127e-02
204,2,6.061608431997407e-01,-3.886721959738120e-01,-2.295338057808681e-02
204,3,-9.503594663566393e-01,-3.655640711936469e-01,-2.033035661782546e-04
204,4,-9.516269401645087e-01,-3.655050595485842e-01,4.764688660074445e-04
204,5,-7.271559080649591e-01,1.380914843174016e+00,4.459850077407537e-02
204,6,4.699886232606668e+00,1.713080886668833e+00,3.631706302232570e-02
204,7,8.998960068229104e+00,1.197233636558793e+00,8.931705402258462e-07
204,8,1.824826109920567e+01,8.438869409018791e-01,1.832723744964840e-08
204,9,2.988014652351268e+01,6.475836074650529e-01,1.920745281138957e-09
205,0,2.710638089466498e-04,-1.640432562943612e-03,-3.479741566918168e-05
205,1,-3.215157129382743e-01,2.959748222448156e-01,3.650090498340580e-02
205,2,6.168181508965979e-01,-3.713700248958929e-01,-2.192850135856677e-02
205,3,-9.440753010313913e-01,-3.812697412577106e-01,-2.000099701055055e-04
205,4,-9.454307087030621e-01,-3.812707227016334e-01,-3.765290931200042e-04
205,5,-7.395551459897071e-01,1.375528954698484e+00,4.442470671979477e-02
205,6,4.697473251764385e+00,1.721152932068534e+00,3.648818724760001e-02
205,7,8.998220700073160e+00,1.203041241580770e+00,9.058348302919125e-07
205,8,1.824807841534490e+01,8.480006461818228e-01,1.859065681537799e-08
205,9,2.988007829481103e+01,6.507420582840101e-01,1.948455672995006e-09
206,0,2.735639374147475e-04,-1.648111184531745e-03,-3.496285311609611e-05
206,1,-3.400620087239932e-01,2.808069690374096e-01,3.463961905057595e-02
206,2,6.269851023298444e-01,-3.537737840390434e-01,-2.088620886104392e-02
206,3,-9.375318771985564e-01,-3.968688609307776e-01,-1.974256287937884e-04
206,4,-9.384982704732779e-01,-3.969298835603917e-01,-1.167994271009172e-03
206,5,-7.518971399075000e-01,1.370036527546276e+00,4.424747321591412e-02
206,6,4.695049177272291e+00,1.729220906425537e+00,3.665922514063134e-02
206,7,8.997477758188694e+00,1.208848371906624e+00,9.186117663524548e-07
206,8,1.824789484324624e+01,8.521143103505439e-01,1.885650103169595e-08
206,9,2.988000973415401e+01,6.539005018968232e-01,1.976423573034217e-09
207,0,2.760759338497898e-04,-1.655786594514335e-03,-3.512822796766628e-05
207,1,-3.574548028787937e-01,2.646817996210356e-01,3.266081133796062e-02
207,2,6.366534470633498e-01,-3.358973811923389e-01,-1.982732667132723e-02
207,3,-9.307292402682272e-01,-4.123572717963743e-01,-1.989130073635983e-04
207,4,-9.309696490467360e-01,-4.124573117081586e-01,-1.624393358766448e-03
207,5,-7.641810533432452e-01,1.364438202088397e+00,4.406682093594894e-02
207,6,4.692614018256674e+00,1.737284791910078e+00,3.683017632334164e-02
207,7,8.996731242925504e+00,1.214655025247293e+00,9.315017022041105e-07
207,8,1.824771038292034e+01,8.562279332085705e-01,1.912477919182366e-08
207,9,2.987994084154246e+01,6.570589382685067e-01,2.004649992138039e-09
208,0,2.785998088515612e-04,-1.663458766769881e-03,-3.529353937420682e-05
208,1,-3.736638042804373e-01,2.476752832044296e-01,3.057380805971966e-02
208,2,6.458153344129424e-01,-3.177549608212666e-01,-1.875269239007337e-02
208,3,-9.236659757787717e-01,-4.277306891645419e-01,-2.054759029109181e-04
208,4,-9.231094456957396e-01,-4.278402255706910e-01,-1.663956031607668e-03
208,5,-7.764060572919288e-01,1.358734623533138e+00,4.388277070957176e-02
208,6,4.690167783880621e+00,1.745344570718996e+00,3.700104041821748e-02
208,7,8.995981154635034e+00,1.220461199313948e+00,9.445049893597011e-07
208,8,1.824752503437793e+01,8.603415145564325e-01,1.939550035466979e-08
208,9,2.987987161697723e+01,6.602173673640749e-01,2.033135938079894e-09
209,0,2.811355728133150e-04,-1.671127674285339e-03,-3.545878641912961e-05
209,1,-3.886623728692986e-01,2.298616785846413e-01,2.838772545203843e-02
209,2,6.544633205959250e-01,-2.993608923895463e-01,-1.766315694123003e-02
209,3,-9.163415253106680e-01,-4.429847088302221e-01,-2.161515271505858e-04
209,4,-9.151185242258327e-01,-4.430778320619820e-01,-1.364798656467434e-03
209,5,-7.885713302097306e-01,1.352926441842197e+00,4.369534351990562e-02
209,6,4.687710483343920e+00,1.753400225075824e+00,3.717181704831197e-02
209,7,8.995227493670372e+00,1.226266891817989e+00,9.576219770470378e-07
209,8,1.824733879762978e+01,8.644550541946614e-01,1.966867354470832e-08
209,9,2.987980206045915e+01,6.633757891485420e-01,2.061882415510180e-09
210,0,2.836832358410728e-04,-1.678793289195666e-03,-3.562396812231403e-05
210,1,-4.024271394490765e-01,2.113136163219000e-01,2.611147986150362e-02
210,2,6.625903755249438e-01,-2.807297584472750e-01,-1.655958386664195e-02
210,3,-9.087566219016496e-01,-4.581149039311059e-01,-2.294226540679507e-04
210,4,-9.070985828309358e-01,-4.581735417478084e-01,-8.501155995753837e-04
210,5,-8.006760580044169e-01,1.347014311647842e+00,4.350456050085054e-02
210,6,4.685242125882962e+00,1.761451737230884e+00,3.734250583724683e-02
210,7,8.994470260386249e+00,1.232072100471053e+00,9.708530122077222e-07
210,8,1.824715167268671e+01,8.685685519237901e-01,1.994430775185222e-08
210,9,2.987973217198909e+01,6.665342035869222e-01,2.090890425940662e-09
211,0,2.862428076814381e-04,-1.686455582827213e-03,-3.578908344393565e-05
211,1,-4.149376715469383e-01,1.921022008805524e-01,2.375380028452292e-02
211,2,6.701898892375543e-01,-2.618763424969444e-01,-1.544284860750336e-02
211,3,-9.009128544431779e-01,-4.731168752805154e-01,-2.438600534500539e-04
211,4,-8.990875403075232e-01,-4.731309669200317e-01,-2.359488381406438e-04
211,5,-8.127194340250384e-01,1.340998892171078e+00,4.331044293444290e-02
211,6,4.682762720770643e+00,1.769499089461381e+00,3.751310640921438e-02
211,7,8.993709455139038e+00,1.237876822985008e+00,9.841984394959465e-07
211,8,1.824696365955959e+01,8.726820075443532e-01,2.022241193132290e-08
211,9,2.987966195156789e+01,6.696926106442297e-01,2.120160967728233e-09
212,0,2.888142976572777e-04,-1.694114525744169e-03,-3.595413128865628e-05
212,1,-4.261761814741742e-01,1.722971280583414e-01,2.132324278354046e-02
212,2,6.772556779532504e-01,-2.428156166492488e-01,-1.431383777336278e-02
212,3,-8.928123044288830e-01,-4.879862627312188e-01,-2.582246570981665e-04
212,4,-8.910890386302158e-01,-4.879530877193612e-01,3.771184696987281e-04
212,5,-8.247006590509538e-01,1.334880847140849e+00,4.311301224824761e-02
212,6,4.680272277316259e+00,1.777542264071496e+00,3.768361838897944e-02
212,7,8.992945078286759e+00,1.243681057071961e+00,9.976586012772907e-07
212,8,1.824677475825934e+01,8.767954208568868e-01,2.050299500351569e-08
212,9,2.987959139919641e+01,6.728510102854786e-01,2.149695036058100e-09
213,0,2.913977146106915e-04,-1.701770087797441e-03,-3.611911051008816e-05
213,1,-4.361272730295873e-01,1.519668140147497e-01,1.882820632714589e-02
213,2,6.837819897501558e-01,-2.235627290809529e-01,-1.317344839940665e-02
213,3,-8.844573831306333e-01,-5.027187431406562e-01,-2.714061417858789e-04
213,4,-8.830856489162873e-01,-5.026425071166732e-01,8.989691129426570e-04
213,5,-8.366189412802032e-01,1.328660844714244e+00,4.291229001278304e-02
213,6,4.677770804865415e+00,1.785581243392476e+00,3.785404140188139e-02
213,7,8.992177130189070e+00,1.249484800444252e+00,1.011233837627526e-06
213,8,1.824658496879694e+01,8.809087916619284e-01,2.078606585386179e-08
213,9,2.987952051487552e+01,6.760094024756828e-01,2.179493622926435e-09
214,0,2.939930668527562e-04,-1.709422238175447e-03,-3.628401991546195e-05
214,1,-4.447777236310035e-01,1.311785330158423e-01,1.627694970020770e-02
214,2,6.897635098540329e-01,-2.041329913074262e-01,-1.202258719276840e-02
214,3,-8.758508167896482e-01,-5.173100258798837e-01,-2.823448419914146e-04
214,4,-8.750400420071981e-01,-5.172019050665871e-01,1.243603624233185e-03
214,5,-8.484734963172538e-01,1.322339557397730e+00,4.270829793897856e-02
214,6,4.675258312799915e+00,1.793616009782733e+00,3.802437507383607e-02
214,7,8.991405611207274e+00,1.255288050814462e+00,1.024924486331427e-06
214,8,1.824639429118342e+01,8.850221197600174e-01,2.107163333268688e-08
214,9,2.987944929860608e+01,6.791677871798564e-01,2.209557717122566e-09
215,0,2.966003621195892e-04,-1.717070945456430e-03,-3.644885827044386e-05
215,1,-4.521162990245085e-01,1.099985616670549e-01,1.367760921044923e-02
215,2,6.951953655327348e-01,-1.845418652827636e-01,-1.086216976862795e-02
215,3,-8.669957545401745e-01,-5.317558507437211e-01,-2.899998220034003e-04
215,4,-8.668861792855819e-01,-5.316342969725759e-01,1.326544681452292e-03
215,5,-8.602635471601396e-01,1.315917661969383e+00,4.250105787566462e-02
215,6,4.672734810537667e+00,1.801646545627928e+00,3.819461903133772e-02
215,7,8.990630521704308e+00,1.261090805895412e+00,1.038730882881592e-06
215,8,1.824620272542985e+01,8.891354049516946e-01,2.135970625506706e-08
215,9,2.987937775038897e+01,6.823261643630133e-01,2.239888304210741e-09
216,0,2.992196075343438e-04,-1.724716177661962e-03,-3.661362430406050e-05
216,1,-4.581335980924487e-01,8.849232793162921e-02,1.103821698248969e-02
216,2,7.000731305897143e-01,-1.648049503407076e-01,-9.693119876884346e-03
216,3,-8.578959990465307e-01,-5.460519959566028e-01,-2.934633673459965e-04
216,4,-8.585105254601699e-01,-5.459424710564278e-01,1.074145251579404e-03
216,5,-8.719883241870172e-01,1.309395839402137e+00,4.229059180709518e-02
216,6,4.670200307532584e+00,1.809672833341070e+00,3.836477290146096e-02
216,7,8.989851862044757e+00,1.266893063400163e+00,1.052653360477287e-06
216,8,1.824601027154735e+01,8.932486470375025e-01,2.165029340068210e-08
216,9,2.987930587022506e+01,6.854845339901673e-01,2.270486366511522e-09
217,0,3.018508095748094e-04,-1.732357902311395e-03,-3.677831671370210e-05
217,1,-4.628219256512849e-01,6.672456365184888e-02,8.366719681864688e-03
217,2,7.043928294507029e-01,-1.449379699898611e-01,-8.516368620200269e-03
217,3,-8.485562490422904e-01,-5.601943152357149e-01,-2.924538692616677e-04
217,4,-8.497322926492415e-01,-5.601260633349966e-01,4.636602347049775e-04
217,5,-8.836470651421592e-01,1.302774774788025e+00,4.207692185050250e-02
217,6,4.667654813274475e+00,1.817694855362600e+00,3.853483631186267e-02
217,7,8.989069632594841e+00,1.272694821042018e+00,1.066692250023308e-06
217,8,1.824581692954711e+01,8.973618458179852e-01,2.194340351366664e-08
217,9,2.987923365811523e+01,6.886428960263323e-01,2.301352883082860e-09
218,0,3.044939740463464e-04,-1.739996086477031e-03,-3.694293417019181e-05
218,1,-4.661751914942387e-01,4.475945962016598e-02,5.670997552043937e-03
218,2,7.081509408381887e-01,-1.249567585769332e-01,-7.332853664232180e-03
218,3,-8.389817249160377e-01,-5.741788233372220e-01,-2.883585285231993e-04
218,4,-8.403338428249724e-01,-5.741746912664139e-01,-3.919809515546253e-04
218,5,-8.952390151214055e-01,1.296055157263428e+00,4.186007025368407e-02
218,6,4.665098337288955e+00,1.825712594160485e+00,3.870480889078392e-02
218,7,8.988283833722422e+00,1.278496076534523e+00,1.080847880128867e-06
218,8,1.824562269944036e+01,9.014750010936883e-01,2.223904530245938e-08
218,9,2.987916111406036e+01,6.918012504365222e-01,2.332488829700870e-09
219,0,3.071491060599381e-04,-1.747630696839880e-03,-3.710747532293022e-05
219,1,-4.681888342892719e-01,2.266082250168433e-02,2.958883678690971e-03
219,2,7.113444010288503e-01,-1.048772478319847e-01,-6.143518440873346e-03
219,3,-8.291762454907545e-01,-5.880017487442808e-01,-2.846464311355309e-04
219,4,-8.302170095062383e-01,-5.880637592649086e-01,-1.210590878642639e-03
219,5,-9.067634265570955e-01,1.289237679935313e+00,4.164005939262150e-02
219,6,4.662530889137336e+00,1.833726032230310e+00,3.887469026705188e-02
219,7,8.987494465796999e+00,1.284296827591469e+00,1.095120577106500e-06
219,8,1.824542758123838e+01,9.055881126651592e-01,2.253722743965042e-08
219,9,2.987908823806134e+01,6.949595971857504e-01,2.363895178840328e-09
220,0,3.098162100151679e-04,-1.755261699745918e-03,-3.727193880511719e-05
220,1,-4.688597692901454e-01,4.922330992378351e-04,2.381834187055137e-04
220,2,7.139706066896420e-01,-8.471545330985285e-02,-4.949311345349244e-03
220,3,-8.191407270940697e-01,-6.016593759904387e-01,-2.845978448777652e-04
220,4,-8.195250850429018e-01,-6.017673665096395e-01,-1.725334637476036e-03
220,5,-9.182195592024990e-01,1.282323039808458e+00,4.141691176913134e-02
220,6,4.659952478416523e+00,1.841735152095362e+00,3.904448007008169e-02
220,7,8.986701529189707e+00,1.290097071926894e+00,1.109510664971013e-06
220,8,1.824523157495249e+01,9.097011803329469e-01,2.283795856182683e-08
220,9,2.987901503011905e+01,6.981179362390307e-01,2.395572899654894e-09
221,0,3.124952895879973e-04,-1.762889061262778e-03,-3.743632323900110e-05
221,1,-4.681863591583414e-01,-2.168279441426897e-02,-2.483306052031274e-03
221,2,7.160274172887744e-01,-6.448746074210863e-02,-3.751184928015502e-03
221,3,-8.088749451971553e-01,-6.151478670173856e-01,-2.891928225535911e-04
221,4,-8.084995544682468e-01,-6.152729177450148e-01,-1.856388656240617e-03
221,5,-9.296066801157675e-01,1.275311937713671e+00,4.119065000854764e-02
221,6,4.657363114758920e+00,1.849739936306724e+00,3.921417792987839e-02
221,7,8.985905024273322e+00,1.295896807255082e+00,1.124018465438455e-06
221,8,1.824503468059408e+01,9.138142038976019e-01,2.314124726941730e-08
221,9,2.987894149023440e+01,7.012762675613767e-01,2.427522957957187e-09
222,0,3.151863477233187e-04,-1.770512747236752e-03,-3.760062724111521e-05
222,1,-4.661684075286294e-01,-4.380065258869261e-02,-5.197776108112593e-03
222,2,7.175131570783925e-01,-4.420941231406331e-02,-2.550095081717902e-03
222,3,-7.983794508077362e-01,-6.284632931239824e-01,-2.977736052181152e-04
222,4,-7.973242462635870e-01,-6.285786122909837e-01,-1.657086743613118e-03
222,5,-9.409240636434258e-01,1.268205078236970e+00,4.096129685743594e-02
222,6,4.654762807832323e+00,1.857740367443362e+00,3.938378347703873e-02
222,7,8.985104951422253e+00,1.301696031290567e+00,1.138644297925145e-06
222,8,1.824483689817459e+01,9.179271831596767e-01,2.344710212653644e-08
222,9,2.987886761840829e+01,7.044345911178019e-01,2.459746316198790e-09
223,0,3.178893866323008e-04,-1.778132723349995e-03,-3.776484942751778e-05
223,1,-4.628071752837094e-01,-6.579748037117958e-02,-7.897386992759417e-03
223,2,7.184266166463189e-01,-2.389749288146802e-02,-1.347000225581706e-03
223,3,-7.876558119470505e-01,-6.416017195817041e-01,-3.091774922291857e-04
223,4,-7.861056552781703e-01,-6.416866517318632e-01,-1.221816890634975e-03
223,5,-9.521709914034227e-01,1.261003169649756e+00,4.072887518133880e-02
223,6,4.652151567339817e+00,1.865736428112212e+00,3.955329634275308e-02
223,7,8.984301311012548e+00,1.307494741748131e+00,1.153388479546744e-06
223,8,1.824463822770548e+01,9.220401179197251e-01,2.375553166082881e-08
223,9,2.987879341464161e+01,7.075929068733199e-01,2.492243933450196e-09
224,0,3.206044077945758e-04,-1.785748955177852e-03,-3.792898841905270e-05
224,1,-4.581054198366954e-01,-8.760900262861174e-02,-1.057424811735900e-02
224,2,7.187670540348011e-01,-3.567916141659040e-03,-1.428604861039143e-04
224,3,-7.767062844103061e-01,-6.545592457408312e-01,-3.222128260648481e-04
224,4,-7.748996646573549e-01,-6.546000665512359e-01,-6.473234619207428e-04
224,5,-9.633467522677600e-01,1.253706923839937e+00,4.049340796255239e-02
224,6,4.649529403019673e+00,1.873728100948269e+00,3.972271615880725e-02
224,7,8.983494103421890e+00,1.313292936342809e+00,1.168251325117384e-06
224,8,1.824443866919831e+01,9.261530079783027e-01,2.406654436331287e-08
224,9,2.987871887893527e+01,7.107512147929438e-01,2.525016765380715e-09
225,0,3.233314119653668e-04,-1.793361408246237e-03,-3.809304284662614e-05
225,1,-4.520674580572837e-01,-1.091703698402161e-01,-1.322039838195468e-02
225,2,7.185341954247786e-01,1.676308922601939e-02,1.061363123573207e-03
225,3,-7.655335510045155e-01,-6.673320144692590e-01,-3.357418055741198e-04
225,4,-7.637326991485828e-01,-6.673220358487163e-01,-2.597437378155432e-05
225,5,-9.744506423447201e-01,1.246317056244024e+00,4.025491829793418e-02
225,6,4.646896324645248e+00,1.881715368614674e+00,3.989204255758434e-02
225,7,8.982683329029598e+00,1.319090612789886e+00,1.183233147148847e-06
225,8,1.824423822266465e+01,9.302658531359669e-01,2.438014868822499e-08
225,9,2.987864401129019e+01,7.139095148416872e-01,2.558065764238372e-09
226,0,3.260703991877144e-04,-1.800970048088980e-03,-3.825701135648353e-05
226,1,-4.446992538212298e-01,-1.304159983878299e-01,-1.582778656917338e-02
226,2,7.177282353847654e-01,3.707929343562840e-02,2.264709525325795e-03
226,3,-7.541406104458147e-01,-6.799162100712074e-01,-3.486314051008293e-04
226,4,-7.526107094317455e-01,-6.798561431200504e-01,5.502488299245596e-04
226,5,-9.854819649607086e-01,1.238834285780175e+00,4.001342939674137e-02
226,6,4.644252342024878e+00,1.889698213802802e+00,4.006127517206656e-02
226,7,8.981868988216622e+00,1.324887768804902e+00,1.198334255849813e-06
226,8,1.824403688811613e+01,9.343786531932767e-01,2.469635305286423e-08
226,9,2.987856881170727e+01,7.170678069845633e-01,2.591391878829857e-09
227,0,3.288213688100255e-04,-1.808574840304993e-03,-3.842089261546623e-05
227,1,-4.360085315157641e-01,-1.512794120309056e-01,-1.838825188366946e-02
227,2,7.163498366840265e-01,5.736447947096981e-02,3.466218397766052e-03
227,3,-7.425307973949898e-01,-6.923080528946470e-01,-3.596771040505071e-04
227,4,-7.415174932537599e-01,-6.922069005649952e-01,9.835504508476866e-04
227,5,-9.964400306417311e-01,1.231259334782189e+00,3.976896457850004e-02
227,6,4.641597465001778e+00,1.897676619232343e+00,4.023041363583709e-02
227,7,8.981051081365546e+00,1.330684402103654e+00,1.213554959125176e-06
227,8,1.824383466556446e+01,9.384914079507929e-01,2.501516583743796e-08
227,9,2.987849328018745e+01,7.202260911865854e-01,2.624996054500589e-09
228,0,3.315843195092244e-04,-1.816175750615108e-03,-3.858468531622211e-05
228,1,-4.260049171976343e-01,-1.716930853748554e-01,-2.089350473635629e-02
228,2,7.144001296703087e-01,7.760245694792758e-02,4.664930997130611e-03
228,3,-7.307079455508888e-01,-7.045037958224278e-01,-3.675655197969622e-04
228,4,-7.304013843100561e-01,-7.043801195319878e-01,1.167282916143339e-03
228,5,-1.007324157094523e+00,1.223592928934447e+00,3.952154727090457e-02
228,6,4.638931703453932e+00,1.905650567651397e+00,4.039945758308183e-02
228,7,8.980229608860592e+00,1.336480510402191e+00,1.228895562575440e-06
228,8,1.824363155502136e+01,9.426041172090778e-01,2.533659538490897e-08
228,9,2.987841741673163e+01,7.233843674127667e-01,2.658879233114949e-09
229,0,3.343592493198510e-04,-1.823772744918346e-03,-3.874838818233873e-05
229,1,-4.147001094762947e-01,-1.915882904350244e-01,-2.333510790875004e-02
229,2,7.118807112129696e-01,9.777707594792488e-02,5.859890976457806e-03
229,3,-7.186767213332012e-01,-7.164997347787718e-01,-3.710250115874664e-04
229,4,-7.191480705837467e-01,-7.163821408729951e-01,9.981910848358918e-04
229,5,-1.018133669187349e+00,1.215835797207782e+00,3.927120100774741e-02
229,6,4.636255067293997e+00,1.913620041836549e+00,4.056840664859122e-02
229,7,8.979404571087610e+00,1.342276091416823e+00,1.244356369496197e-06
229,8,1.824342755649863e+01,9.467167807686956e-01,2.566065000084460e-08
229,9,2.987834122134075e+01,7.265426356281203e-01,2.693042353036742e-09
230,0,3.371461556695146e-04,-1.831365789347334e-03,-3.891199997336160e-05
230,1,-4.021080825814423e-01,-2.108949477776950e-01,-2.570445827928889e-02
230,2,7.087936432129284e-01,1.178722408076570e-01,7.050145202175061e-03
230,3,-7.064429511173852e-01,-7.282922638353153e-01,-3.695089023662657e-04
230,4,-7.075539355931284e-01,-7.282154389702682e-01,4.319587175856904e-04
230,5,-1.028867898930488e+00,1.207988671796280e+00,3.901794942687862e-02
230,6,4.633567566469194e+00,1.921585024592962e+00,4.073726046776204e-02
230,7,8.978575968434084e+00,1.348071142864116e+00,1.259937680877701e-06
230,8,1.824322267000809e+01,9.508293984302122e-01,2.598733795326807e-08
230,9,2.987826469401574e+01,7.297008957976593e-01,2.727486349109959e-09
231,0,3.399450354211743e-04,-1.838954850322487e-03,-3.907551948966067e-05
231,1,-3.882453244683349e-01,-2.295414842006716e-01,-2.799276935255466e-02
231,2,7.051414506814412e-01,1.378719238503381e-01,8.234744567222219e-03
231,3,-6.940129972628880e-01,-7.398779926408308e-01,-3.645066090367747e-04
231,4,-6.953767328294403e-01,-7.398691589557820e-01,-4.101954950507038e-04
231,5,-1.039526185456423e+00,1.200052288055003e+00,3.876181626819537e-02
231,6,4.630869210961204e+00,1.929545498754457e+00,4.090601867659919e-02
231,7,8.977743801289128e+00,1.353865662460900e+00,1.275639795404543e-06
231,8,1.824301689556165e+01,9.549419699941952e-01,2.631666747251260e-08
231,9,2.987818783475753e+01,7.328591478863967e-01,2.762212152639874e-09
232,0,3.427558849227770e-04,-1.846539894604480e-03,-3.923894557711637e-05
232,1,-3.731311132094867e-01,-2.474546995195312e-01,-3.019105490641226e-02
232,2,7.009271193902723e-01,1.577601790438027e-01,9.412744799842724e-03
232,3,-6.813914261132458e-01,-7.512537779007402e-01,-3.596083048919768e-04
232,4,-6.825251239888641e-01,-7.513166421628540e-01,-1.236261046825233e-03
232,5,-1.050107874999755e+00,1.192027384438625e+00,3.850282537166080e-02
232,6,4.628160010786059e+00,1.937501447183598e+00,4.107468091171741e-02
232,7,8.976908070043484e+00,1.359659647924263e+00,1.291463009455421e-06
232,8,1.824281023317124e+01,9.590544952612141e-01,2.664864675107831e-08
232,9,2.987811064356707e+01,7.360173918593454e-01,2.797220691374478e-09
233,0,3.455787000648424e-04,-1.854120889344478e-03,-3.940227713157246e-05
233,1,-3.567878353061231e-01,-2.645596457760314e-01,-3.229011416419909e-02
233,2,6.961540930964022e-01,1.775211555709332e-01,1.058320726718224e-02
233,3,-6.685800283235989e-01,-7.624165155200529e-01,-3.578655253778559e-04
233,4,-6.691382696334565e-01,-7.625324092298678e-01,-1.798021402201882e-03
233,5,-1.060612320876845e+00,1.183914702440977e+00,3.824100067535224e-02
233,6,4.625439975994045e+00,1.945452852771775e+00,4.124324681034310e-02
233,7,8.976068775089528e+00,1.365453096971555e+00,1.307407617103029e-06
233,8,1.824260268284886e+01,9.631669740318400e-01,2.698328394349208e-08
233,9,2.987803312044528e+01,7.391756276815185e-01,2.832512889486296e-09
234,0,3.484134763466439e-04,-1.861697802131404e-03,-3.956551310293367e-05
234,1,-3.392413499094690e-01,-2.807795231113133e-01,-3.428051901278906e-02
234,2,6.908262703449720e-01,1.971391112980355e-01,1.174519977284338e-02
234,3,-6.555797657399772e-01,-7.733629945468908e-01,-3.602688338390679e-04
234,4,-6.554274855442798e-01,-7.735041170945463e-01,-2.014821281348525e-03
234,5,-1.071038883465221e+00,1.175714986535488e+00,3.797636621353839e-02
234,6,4.622709116669591e+00,1.953399698439289e+00,4.141171601031603e-02
234,7,8.975225916821268e+00,1.371246007320394e+00,1.323473910114057e-06
234,8,1.824239424460654e+01,9.672794061066459e-01,2.732058716617126e-08
234,9,2.987795526539313e+01,7.423338553179285e-01,2.868089667554675e-09
235,0,3.512602089516911e-04,-1.869270601035298e-03,-3.972865249876954e-05
235,1,-3.205214032441135e-01,-2.960355976818146e-01,-3.615260392671983e-02
235,2,6.849480008547121e-01,2.165984261269692e-01,1.289779734755594e-02
235,3,-6.423922126119173e-01,-7.840899434533450e-01,-3.664816395302120e-04
235,4,-6.415590090375536e-01,-7.842288779301171e-01,-1.913906378138805e-03
235,5,-1.081386930182742e+00,1.167428984116520e+00,3.770894611478544e-02
235,6,4.619967442931165e+00,1.961341967135430e+00,4.158008815009105e-02
235,7,8.974379495634333e+00,1.377038376688660e+00,1.339662177949323e-06
235,8,1.824218491845639e+01,9.713917912862062e-01,2.766056449729192e-08
235,9,2.987787707841156e+01,7.454920747335885e-01,2.903951942548669e-09
236,0,3.541188928332552e-04,-1.876839254645567e-03,-3.989169438729925e-05
236,1,-3.006620977351486e-01,-3.102471483777448e-01,-3.789645942822086e-02
236,2,6.785240814906439e-01,2.358836152170359e-01,1.404008303213388e-02
236,3,-6.290196975490828e-01,-7.945940993330093e-01,-3.756885551896929e-04
236,4,-6.276423952385799e-01,-7.947077149203687e-01,-1.561451213271649e-03
236,5,-1.091655835466554e+00,1.159057445441589e+00,3.743876460009155e-02
236,6,4.617214964931170e+00,1.969279641838564e+00,4.174836286873988e-02
236,7,8.973529511925987e+00,1.382830202794500e+00,1.355972707764051e-06
236,8,1.824197470441053e+01,9.755041293710978e-01,2.800322397666189e-08
236,9,2.987779855950152e+01,7.486502858935110e-01,2.940100627810529e-09
237,0,3.569895228106786e-04,-1.884403732102710e-03,-4.005463789960046e-05
237,1,-2.797024204038008e-01,-3.233314507734177e-01,-3.950193011792257e-02
237,2,6.715597518293753e-01,2.549793420628612e-01,1.517114865190381e-02
237,3,-6.154650767290143e-01,-8.048722396817876e-01,-3.869464501315501e-04
237,4,-6.137488917499201e-01,-8.049430599880043e-01,-1.034018429800494e-03
237,5,-1.101844980751844e+00,1.150601123574455e+00,3.716584598104975e-02
237,6,4.614451692855831e+00,1.977212705556212e+00,4.191653980595278e-02
237,7,8.972675966095117e+00,1.388621483356330e+00,1.372405784408282e-06
237,8,1.824176360248118e+01,9.796164201618985e-01,2.834857360559879e-08
237,9,2.987771970866399e+01,7.518084887627087e-01,2.976536633039843e-09
238,0,3.598720936771855e-04,-1.891964003121759e-03,-4.021748223083378e-05
238,1,-2.576868349387821e-01,-3.352038087377329e-01,-4.095861855643001e-02
238,2,6.640606893228218e-01,2.738704314147524e-01,1.629009558180471e-02
238,3,-6.017315519652423e-01,-8.149211899832590e-01,-3.992491822683906e-04
238,4,-5.999261646599461e-01,-8.149382182468381e-01,-4.132961263642123e-04
238,5,-1.111953754450401e+00,1.142060774329094e+00,3.689021465803888e-02
238,6,4.611677636925097e+00,1.985141141325131e+00,4.208461860204026e-02
238,7,8.971818858542241e+00,1.394412216092833e+00,1.388961690427436e-06
238,8,1.824155161268056e+01,9.837286634591889e-01,2.869662134681349e-08
238,9,2.987764052589991e+01,7.549666833061942e-01,3.013260864278346e-09
239,0,3.627666003198279e-04,-1.899520038005292e-03,-4.038022664021943e-05
239,1,-2.346659413723329e-01,-3.457776465014432e-01,-4.225589656769170e-02
239,2,6.560330040666938e-01,2.925418820282866e-01,1.739603550137430e-02
239,3,-5.878226001785634e-01,-8.247378204050790e-01,-4.114753495404718e-04
239,4,-5.862039658562983e-01,-8.246977170802026e-01,2.096543706365110e-04
239,5,-1.121981551929020e+00,1.133437156214512e+00,3.661189511844222e-02
