step,body,x,y,z
100,2,-6.931272383354845e-01,2.265087387252184e-01,1.344379510117503e-02
100,3,-1.982580261298683e-01,9.838504006528133e-01,4.312270009636635e-04
100,4,-1.997210169996936e-01,9.837564543835161e-01,-6.344819496735191e-04
100,5,6.763463393345965e-01,1.272040406807322e+00,4.107508459776827e-02
100,6,4.888704554302939e+00,8.549258736604401e-01,1.812437973734432e-02
100,7,9.056282867916783e+00,5.910935290508167e-01,1.113303248130237e-07
100,8,1.826240864757719e+01,4.158756134451248e-01,2.249081493812715e-09
100,9,2.988542969107644e+01,3.190721259101554e-01,2.347204021270440e-10
101,0,7.278023514928637e-05,-8.279515738935410e-04,-1.752294259341953e-05
101,1,7.410223370279451e-02,3.456886922638229e-01,4.252189995097440e-02
101,2,-6.991697497638085e-01,2.074040775362340e-01,1.231277353111744e-02
101,3,-2.150895962594616e-01,9.806120562834140e-01,4.345418850180178e-04
101,4,-2.160338725932683e-01,9.804775788663143e-01,-1.034687080354722e-03
101,5,6.639106472684045e-01,1.279762895056642e+00,4.132447817171359e-02
101,6,4.887487569147557e+00,8.633193596185456e-01,1.830232065176285e-02
101,7,9.055916757157650e+00,5.969379661632616e-01,1.146387649423163e-07
101,8,1.826231838883236e+01,4.199925049295180e-01,2.316152425212037e-09
101,9,2.988539598953733e+01,3.222311351563460e-01,2.417263399404909e-10
102,0,7.413772829591317e-05,-8.359046660770441e-04,-1.769025784945302e-05
102,1,4.634430289488554e-02,3.562124055234968e-01,4.381462706664192e-02
102,2,-7.046796658251634e-01,1.881408164205401e-01,1.117236046848557e-02
102,3,-2.318603018903725e-01,9.770871024289383e-01,4.347365678990212e-04
102,4,-2.321275309991695e-01,9.769347057495590e-01,-1.191636696566829e-03
102,5,6.514095932896465e-01,1.287359263125183e+00,4.156980006895949e-02
102,6,4.886258759487403e+00,8.717107537028563e-01,1.848021720383507e-02
102,7,9.055547045380957e+00,6.027821676615502e-01,1.180111862034078e-07
102,8,1.826222724101998e+01,4.241093760543311e-01,2.384532336476986e-09
102,9,2.988536195597760e+01,3.253901408346272e-01,2.488693376585950e-10
103,0,7.550613832158772e-05,-8.438540457814528e-04,-1.785746267714113e-05
103,1,1.829939184099276e-02,3.645215251573246e-01,4.483548345955918e-02
103,2,-7.096528835273611e-01,1.687336467977308e-01,1.002342589997538e-02
103,3,-2.485640344561801e-01,9.732767287462314e-01,4.308786995896897e-04
103,4,-2.481011012691986e-01,9.731366204456473e-01,-1.029482827127732e-03
103,5,6.388445521319378e-01,1.294829045936355e+00,4.181103527652319e-02
103,6,4.885018130148546e+00,8.801000359113759e-01,1.865806896938955e-02
103,7,9.055173732762411e+00,6.086261312393267e-01,1.214481572659240e-07
103,8,1.826213520414538e+01,4.282262266199819e-01,2.454233335737217e-09
103,9,2.988532759039767e+01,3.285491429100181e-01,2.561506766668474e-10
104,0,7.688540665816133e-05,-8.517997425824131e-04,-1.802455993283594e-05
104,1,-9.853229853210922e-03,3.706709714139268e-01,4.559121131046436e-02
104,2,-7.140857005053231e-01,1.491973622226557e-01,8.866845860048914e-03
104,3,-2.651939555133802e-01,9.691822454206696e-01,4.225050730770505e-04
104,4,-2.641153467334463e-01,9.690888801013615e-01,-5.105165847665610e-04
104,5,6.262168995906757e-01,1.302171794777132e+00,4.204816930966977e-02
104,6,4.883765686002136e+00,8.884871862567372e-01,1.883587552456531e-02
104,7,9.054796819479417e+00,6.144698545903416e-01,1.249502451671599e-07
104,8,1.826204227821393e+01,4.323430564268889e-01,2.525267510358097e-09
104,9,2.988529289279797e+01,3.317081413475378e-01,2.635716365501777e-10
105,0,7.827547835518614e-05,-8.597417882996222e-04,-1.819155270276727e-05
105,1,-3.794986801538907e-02,3.747262650103192e-01,4.608985414526735e-02
105,2,-7.179748173877455e-01,1.295468478361665e-01,7.703501806235227e-03
105,3,-2.817426416443705e-01,9.648051659205864e-01,4.105094234451214e-04
105,4,-2.803810076046441e-01,9.647870303829766e-01,2.926523197423892e-04
105,5,6.135280123087363e-01,1.309387077227140e+00,4.228118820962407e-02
105,6,4.882501431964354e+00,8.968721847663357e-01,1.901363644581470e-02
105,7,9.054416305711081e+00,6.203133354084536e-01,1.285180153002496e-07
105,8,1.826194846323106e+01,4.364598652754712e-01,2.597646926764260e-09
105,9,2.988525786317892e+01,3.348671361122057e-01,2.711334950766695e-10
106,0,7.967630200746826e-05,-8.676802165485461e-04,-1.835844424990106e-05
106,1,-6.584191303517969e-02,3.767609949454946e-01,4.634044597687639e-02
106,2,-7.213173399039013e-01,1.097970697708136e-01,6.534279991763656e-03
106,3,-2.982035598418801e-01,9.601472821627275e-01,3.978846534346406e-04
106,4,-2.970389520148813e-01,9.602104379534989e-01,1.136751543664213e-03
106,5,6.007792675649147e-01,1.316474477084875e+00,4.251007854119022e-02
106,6,4.881225372996346e+00,9.052550114824611e-01,1.919135130990613e-02
106,7,9.054032191638203e+00,6.261565713876297e-01,1.321520314023889e-07
106,8,1.826185375920225e+01,4.405766529661486e-01,2.671383630261180e-09
106,9,2.988522250154096e+01,3.380261271690407e-01,2.788375281809653e-10
107,0,8.108782964098848e-05,-8.756150623553452e-04,-1.852523796858235e-05
107,1,-9.339510235418527e-02,3.768546679891415e-01,4.635274730263365e-02
107,2,-7.241107807302433e-01,8.996306451680139e-02,5.360070835843706e-03
107,3,-3.145729919871995e-01,9.552105304467268e-01,3.882081559734541e-04
107,4,-3.140038137275347e-01,9.553331322566234e-01,1.730991751507624e-03
107,5,5.879720430651415e-01,1.323433594291122e+00,4.273482739028104e-02
107,6,4.879937514104170e+00,9.136356464624298e-01,1.936901969392696e-02
107,7,9.053644477443287e+00,6.319995602219473e-01,1.358528555430985e-07
107,8,1.826175816613304e+01,4.446934192993418e-01,2.746489644853868e-09
107,9,2.988518680788451e+01,3.411851144830620e-01,2.866850099472284e-10
108,0,8.251001657228012e-05,-8.835463618308881e-04,-1.869193734644531e-05
108,1,-1.204886271671241e-01,3.750909149857468e-01,4.613702490545458e-02
108,2,-7.263530610765178e-01,7.005992825347927e-02,4.181768291904120e-03
108,3,-3.308491151564122e-01,9.499967481693778e-01,3.830960490070468e-04
108,4,-3.310388638367522e-01,9.501435254040187e-01,1.944041120974044e-03
108,5,5.751077167365058e-01,1.330264044849676e+00,4.295542236135989e-02
108,6,4.878637860338736e+00,9.220140697787158e-01,1.954664117528620e-02
108,7,9.053253163310529e+00,6.378422996055947e-01,1.396210481125227e-07
108,8,1.826166168402899e+01,4.488101640754717e-01,2.822976973062488e-09
108,9,2.988515078221003e+01,3.443440980192886e-01,2.946772125916411e-10
109,0,8.394282125299279e-05,-8.914741518982095e-04,-1.885854593288057e-05
109,1,-1.470141540436997e-01,3.715560198382264e-01,4.570387126800559e-02
109,2,-7.280425120111446e-01,5.010280615161910e-02,3.000269214101999e-03
109,3,-3.470297996154728e-01,9.445076632339405e-01,3.821998665405534e-04
109,4,-3.479351347513152e-01,9.446452122363729e-01,1.804294235281615e-03
109,5,5.621876665241131e-01,1.336965460745412e+00,4.317185157479763e-02
109,6,4.877326416795749e+00,9.303902615190831e-01,1.972421533171739e-02
109,7,9.052858249425828e+00,6.436847872328725e-01,1.434571678097704e-07
109,8,1.826156431289576e+01,4.529268870949604e-01,2.900857595735108e-09
109,9,2.988511442451794e+01,3.475030777427394e-01,3.028154064444606e-10
110,0,8.538620510845085e-05,-8.993984700671007e-04,-1.902506731329004e-05
110,1,-1.728748146021864e-01,3.663377330063446e-01,4.506405891466374e-02
110,2,-7.291778755256546e-01,3.010688165170524e-02,1.816472722411503e-03
110,3,-3.631119581443045e-01,9.387450027630874e-01,3.844003338474047e-04
110,4,-3.645644172869389e-01,9.388480697637087e-01,1.402816172291204e-03
110,5,5.492132701908012e-01,1.343537489859829e+00,4.338410366414712e-02
110,6,4.876003188615647e+00,9.387642017867158e-01,1.990174174128132e-02
110,7,9.052459735976775e+00,6.495270207981944e-01,1.473617716312917e-07
110,8,1.826146605273902e+01,4.570435881582304e-01,2.980143471857284e-09
110,9,2.988507773480870e+01,3.506620536184335e-01,3.111008599315943e-10
111,0,8.684013237659536e-05,-9.073193542494369e-04,-1.919150508835441e-05
111,1,-1.979842017116491e-01,3.595243309061083e-01,4.422842494088230e-02
111,2,-7.297583053380186e-01,1.008736572344585e-02,6.312795666005696e-04
111,3,-3.790918057828357e-01,9.327105559342378e-01,3.884684941234138e-04
111,4,-3.808582375467630e-01,9.327630854739480e-01,8.395917684898655e-04
111,5,5.361859051197414e-01,1.349979795884098e+00,4.359216777333778e-02
111,6,4.874668180983543e+00,9.471358707003497e-01,2.007921998236882e-02
111,7,9.052057623152661e+00,6.553689979960888e-01,1.513354148592894e-07
111,8,1.826136690356450e+01,4.611602670657052e-01,3.060846538358187e-09
111,9,2.988504071308276e+01,3.538210256113898e-01,3.195348395556441e-10
112,0,8.830456995174646e-05,-9.152368426091411e-04,-1.935786285756722e-05
112,1,-2.222653989206244e-01,3.512038844172465e-01,4.320778121314228e-02
112,2,-7.297833674347365e-01,-9.940513888301210e-03,-5.544085105967742e-04
112,3,-3.949651625434206e-01,9.264061904813868e-01,3.932316591504956e-04
112,4,-3.967833390720243e-01,9.264009514828733e-01,2.100335697525671e-04
112,5,5.231069481199423e-01,1.356292058229741e+00,4.379603355379270e-02
112,6,4.873321399129162e+00,9.555052483944023e-01,2.025664963370354e-02
112,7,9.051651911144472e+00,6.612107165211993e-01,1.553786510501655e-07
112,8,1.826126686537801e+01,4.652769236178086e-01,3.142978709913257e-09
112,9,2.988500335934058e+01,3.569799936866271e-01,3.281186098764190e-10
113,0,8.977948723609726e-05,-9.231509734412067e-04,-1.952414420634854e-05
113,1,-2.456500606305591e-01,3.414637028261209e-01,4.201284610573369e-02
113,2,-7.292530403515941e-01,-2.996152342600449e-02,-1.739689410805590e-03
113,3,-4.107276084395851e-01,9.198338504501032e-01,3.975474537434852e-04
113,4,-4.123291704625247e-01,9.197721816239454e-01,-3.929078282556279e-04
113,5,5.099777752346769e-01,1.362473971936979e+00,4.399569116147099e-02
113,6,4.871962848326783e+00,9.638723150191034e-01,2.043403027434472e-02
113,7,9.051242600144887e+00,6.670521740682864e-01,1.594920320230077e-07
113,8,1.826116593818538e+01,4.693935576149654e-01,3.226551878743653e-09
113,9,2.988496567358261e+01,3.601389578091644e-01,3.368534334909468e-10
114,0,9.126485600069402e-05,-9.310617850748200e-04,-1.969035269612574e-05
114,1,-2.680775535775497e-01,3.303899232683596e-01,4.065419409938242e-02
114,2,-7.281677151930277e-01,-4.996043388515942e-02,-2.923661317526082e-03
114,3,-4.263744990304678e-01,9.129955486101239e-01,4.002287628096644e-04
114,4,-4.275067118774271e-01,9.128876616501715e-01,-8.726416866344474e-04
114,5,4.967997615528494e-01,1.368525247580858e+00,4.419113125383762e-02
114,6,4.870592533895178e+00,9.722370507406247e-01,2.061136148368991e-02
114,7,9.050829690348285e+00,6.728933683322279e-01,1.636761078481226e-07
114,8,1.826106412199250e+01,4.735101688576012e-01,3.311577914412782e-09
114,9,2.988492765580931e+01,3.632979179440206e-01,3.457405710130262e-10
115,0,9.276065025680503e-05,-9.389693157962723e-04,-1.985649185684820e-05
115,1,-2.894941650608164e-01,3.180672196341953e-01,3.914222004536354e-02
115,2,-7.265281953900736e-01,-6.992203177803669e-02,-4.105423333534006e-03
115,3,-4.419008407377309e-01,9.058933600513188e-01,3.999911942232426e-04
115,4,-4.423587008378346e-01,9.057591019975151e-01,-1.124665626577594e-03
115,5,4.835742810233161e-01,1.374445611175215e+00,4.438234498676374e-02
115,6,4.869210461197547e+00,9.805994357412096e-01,2.078864284147774e-02
115,7,9.050413181950736e+00,6.787342970080209e-01,1.679314268356214e-07
115,8,1.826096141680533e+01,4.776267571461422e-01,3.398068663620302e-09
115,9,2.988488930602117e+01,3.664568740562142e-01,3.547812810523691e-10
116,0,9.426684613797134e-05,-9.468736037879830e-04,-2.002256518147845e-05
116,1,-3.098523796900045e-01,3.045786086752050e-01,3.748711536226704e-02
116,2,-7.243356961969141e-01,-8.983112989029915e-02,-5.284076117858721e-03
116,3,-4.573009999209942e-01,8.985294276317118e-01,3.955447796841129e-04
116,4,-4.569833722668805e-01,8.983985257881990e-01,-1.044021025223224e-03
116,5,4.703027062721731e-01,1.380234804074559e+00,4.456932401135950e-02
116,6,4.867816635641455e+00,9.889594502193023e-01,2.096587392779067e-02
116,7,9.049993075150006e+00,6.845749577907823e-01,1.722585355240653e-07
116,8,1.826085782262984e+01,4.817433222810152e-01,3.486035949993962e-09
116,9,2.988485062421864e+01,3.696158261107642e-01,3.639768201933867e-10
117,0,9.578342179261016e-05,-9.547746870805333e-04,-2.018857612207450e-05
117,1,-3.291102238907380e-01,2.900053345407876e-01,3.569885386098208e-02
117,2,-7.215918439260669e-01,-1.096725780252999e-01,-6.458722522031732e-03
117,3,-4.725683482113872e-01,8.909060058847157e-01,3.861240274065798e-04
117,4,-4.715633793297553e-01,8.908146290402412e-01,-5.683872710214514e-04
117,5,4.569864084230214e-01,1.385892582873957e+00,4.475206047074228e-02
117,6,4.866411062678777e+00,9.973170743896776e-01,2.114305432305771e-02
117,7,9.049569370145555e+00,6.904153483757499e-01,1.766579786691776e-07
117,8,1.826075333947210e+01,4.858598640626482e-01,3.575491573879679e-09
117,9,2.988481161040220e+01,3.727747740726891e-01,3.733284429736732e-10
118,0,9.731035728676291e-05,-9.626726035151394e-04,-2.035452808714660e-05
118,1,-3.472306757366886e-01,2.744268160962609e-01,3.378718527692067e-02
118,2,-7.182986749223035e-01,-1.294312737308619e-01,-7.628468225297823e-03
118,3,-4.876955719607539e-01,8.830255681597727e-01,3.726927731731943e-04
118,4,-4.863407191205762e-01,8.830039992148364e-01,2.239617361606106e-04
118,5,4.436267569202193e-01,1.391418719306990e+00,4.493054699674263e-02
118,6,4.864993747805626e+00,1.005672288483569e+00,2.132018360805717e-02
118,7,9.049142067138536e+00,6.962554664582840e-01,1.811302992326273e-07
118,8,1.826064796733819e+01,4.899763822914696e-01,3.666447312130144e-09
118,9,2.988477226457233e+01,3.759337179070077e-01,3.828374018622287e-10
119,0,9.884763451641113e-05,-9.705673907144392e-04,-2.052042444004138e-05
119,1,-3.641811366464539e-01,2.579206441061778e-01,3.176163492385122e-02
119,2,-7.144586342754149e-01,-1.490921730033246e-01,-8.792422368479937e-03
119,3,-5.026766834782266e-01,8.748908654268411e-01,3.585066517127372e-04
119,4,-5.014532989815853e-01,8.749462630545338e-01,1.068427655823124e-03
119,5,4.302251193551272e-01,1.396813000141863e+00,4.510477670655029e-02
119,6,4.863564696562290e+00,1.014025072748796e+00,2.149726136391933e-02
119,7,9.048711166331795e+00,7.020953097338679e-01,1.856760383708849e-07
119,8,1.826054170623428e+01,4.940928767679085e-01,3.758914917892015e-09
119,9,2.988473258672952e+01,3.790926575787386e-01,3.925049472374277e-10
120,0,1.003952371287006e-04,-9.784590860598336e-04,-2.068626849815388e-05
120,1,-3.799329609210235e-01,2.405626177140507e-01,2.963150817190373e-02
120,2,-7.100745742719874e-01,-1.686403009636188e-01,-9.949698186187723e-03
120,3,-5.175086215134307e-01,8.665047407614337e-01,3.469479568008593e-04
120,4,-5.168048961653395e-01,8.666190969179497e-01,1.690116984352169e-03
120,5,4.167828612953521e-01,1.402075227075730e+00,4.527474319930287e-02
120,6,4.862123914533173e+00,1.022375407449895e+00,2.167428717212921e-02
120,7,9.048276667929873e+00,7.079348758981096e-01,1.902957354241522e-07
120,8,1.826043455616656e+01,4.982093472923951e-01,3.852906120391734e-09
120,9,2.988469257687426e+01,3.822515930529005e-01,4.023323273647376e-10
121,0,1.019531504513769e-04,-9.863477266739474e-04,-2.085206353277380e-05
121,1,-3.944610388685301e-01,2.224268116398956e-01,2.740589869662815e-02
121,2,-7.051497525863888e-01,-1.880607625001111e-01,-1.109941363705819e-02
121,3,-5.321897677344799e-01,8.578699373051005e-01,3.394595803816023e-04
121,4,-5.321858501648816e-01,8.580137659558332e-01,1.971815161788983e-03
121,5,4.033013461169941e-01,1.407205216627329e+00,4.544044055261955e-02
121,6,4.860671407346729e+00,1.030723272868246e+00,2.185126061452927e-02
121,7,9.047838572138998e+00,7.137741626467423e-01,1.949899279053763e-07
121,8,1.826032651714129e+01,5.023257936653602e-01,3.948432624720593e-09
121,9,2.988465223500703e+01,3.854105242945117e-01,4.123207883742787e-10
122,0,1.035213614297207e-04,-9.942333494070952e-04,-2.101781276940178e-05
122,1,-4.077434292658432e-01,2.035856671860281e-01,2.509369965087533e-02
122,2,-6.996878302112098e-01,-2.073387528729246e-01,-1.224069203171522e-02
122,3,-5.467182024901979e-01,8.489891226909174e-01,3.359233141170402e-04
122,4,-5.474149501835663e-01,8.491330632703515e-01,1.923230060257366e-03
122,5,3.897819348398967e-01,1.412202800027980e+00,4.560186331908216e-02
122,6,4.859207180675390e+00,1.039068649302197e+00,2.202818127332207e-02
122,7,9.047396879167096e+00,7.196131676756262e-01,1.997591514893573e-07
122,8,1.826021758916479e+01,5.064422156872354e-01,4.045506111619783e-09
122,9,2.988461156112833e+01,3.885694512685910e-01,4.224715742383317e-10
123,0,1.050998585702974e-04,-1.002115990826872e-03,-2.118351938843192e-05
123,1,-4.197610370659508e-01,1.841101015287466e-01,2.270361708156219e-02
123,2,-6.936928691274515e-01,-2.264595682744144e-01,-1.337266265813272e-02
123,3,-5.610913338708514e-01,8.398649689897991e-01,3.355818264010067e-04
123,4,-5.623696699170386e-01,8.399847346856870e-01,1.606033553139767e-03
123,5,3.762259859659021e-01,1.417067823111034e+00,4.575900652266606e-02
123,6,4.857731240235509e+00,1.047411517067197e+00,2.220504873107302e-02
123,7,9.046951589223777e+00,7.254518886807492e-01,2.046039400019535e-07
123,8,1.826010777224339e+01,5.105586131584530e-01,4.144138237265615e-09
123,9,2.988457055523866e+01,3.917283739401566e-01,4.327859267488180e-10
124,0,1.066886318908861e-04,-1.009995687210160e-03,-2.134918652612654e-05
124,1,-4.304973325208742e-01,1.640696309177687e-01,2.024418505384797e-02
124,2,-6.871693297147977e-01,-2.454086163404366e-01,-1.449446140408397e-02
124,3,-5.753060869670417e-01,8.305001940306572e-01,3.374950487410354e-04
124,4,-5.769708558595126e-01,8.305780434769234e-01,1.096756298077387e-03
124,5,3.626348553201095e-01,1.421800146199833e+00,4.591186565512311e-02
124,6,4.856243591787289e+00,1.055751856495918e+00,2.238186257071303e-02
124,7,9.046502702520348e+00,7.312903233582279e-01,2.095248254093844e-07
124,8,1.825999706638351e+01,5.146749858794463e-01,4.244340633054916e-09
124,9,2.988452921733853e+01,3.948872922742272e-01,4.432650854947607e-10
125,0,1.082876728760118e-04,-1.017872474536976e-03,-2.151481727582045e-05
125,1,-4.399381082126382e-01,1.435325043426787e-01,1.772378206032255e-02
125,2,-6.801220679023640e-01,-2.641714266070106e-01,-1.560523137635749e-02
125,3,-5.893591046967687e-01,8.208975724707694e-01,3.406569160117347e-04
125,4,-5.911664736025466e-01,8.209227938733336e-01,4.772964426687867e-04
125,5,3.490098958951331e-01,1.426399643994262e+00,4.606043667231902e-02
125,6,4.854744241134719e+00,1.064089647938383e+00,2.255862237554120e-02
125,7,9.046050219269805e+00,7.371284694043092e-01,2.145223378076337e-07
125,8,1.825988547159162e+01,5.187913336506492e-01,4.346124905390802e-09
125,9,2.988448754742845e+01,3.980462062358210e-01,4.539102878397483e-10
126,0,1.098969744375583e-04,-1.025746388485746e-03,-2.168041468930108e-05
126,1,-4.480712708419847e-01,1.225658449885806e-01,1.515064838646647e-02
126,2,-6.725563320603719e-01,-2.827336609069290e-01,-1.670412351641685e-02
126,3,-6.032468444612896e-01,8.110599332909539e-01,3.439660264523206e-04
126,4,-6.049238219580941e-01,8.110294574982155e-01,-1.626949099839813e-04
126,5,3.353524576983566e-01,1.430866205455958e+00,4.620471599052733e-02
126,6,4.853233194125504e+00,1.072424871762095e+00,2.273532772922750e-02
126,7,9.045594139686832e+00,7.429663245153713e-01,2.195970054119556e-07
126,8,1.825977298787422e+01,5.229076562724967e-01,4.449502635469052e-09
126,9,2.988444554550892e+01,4.012051157899564e-01,4.647227688994400e-10
127,0,1.115165308800056e-04,-1.033617464429640e-03,-2.184598177832121e-05
127,1,-4.548866649973459e-01,1.012357974198261e-01,1.253290417934580e-02
127,2,-6.644777596332551e-01,-3.010811237008256e-01,-1.779029721217941e-02
127,3,-6.169655530644799e-01,8.009901516695108e-01,3.461409025846584e-04
127,4,-6.182316430097943e-01,8.009097559478676e-01,-7.189240449839168e-04
127,5,3.216638876021764e-01,1.435199733692244e+00,4.634470048268232e-02
127,6,4.851710456650996e+00,1.080757508352158e+00,2.291197821581544e-02
127,7,9.045134463987804e+00,7.488038863879243e-01,2.247493545464891e-07
127,8,1.825965961523788e+01,5.270239535454243e-01,4.554485379065377e-09
127,9,2.988440321158046e+01,4.043640209016517e-01,4.757037615191560e-10
128,0,1.131463378698919e-04,-1.041485737433753e-03,-2.201152151620848e-05
128,1,-4.603759265029380e-01,7.960767892513954e-02,9.878568027205515e-03
128,2,-6.558923735147677e-01,-3.191997723371576e-01,-1.886292090558582e-02
128,3,-6.305110765862539e-01,7.906911408335987e-01,3.456488807019587e-04
128,4,-6.311156492041683e-01,7.905772442412361e-01,-1.066672952927178e-03
128,5,3.079455291972286e-01,1.439400145838858e+00,4.648038747459297e-02
128,6,4.850176034646132e+00,1.089087538111406e+00,2.308857341972473e-02
128,7,9.044671192390783e+00,7.546411527186119e-01,2.299799096339843e-07
128,8,1.825954535368922e+01,5.311402252698686e-01,4.661084666323892e-09
128,9,2.988436054564360e+01,4.075229215359252e-01,4.868544962515958e-10
129,0,1.147863924091667e-04,-1.049351242252916e-03,-2.217703683954155e-05
129,1,-4.645323633173365e-01,5.774613384978008e-02,7.195575905785932e-03
129,2,-6.468065781657392e-01,-3.370757272355100e-01,-1.992117269562892e-02
129,3,-6.438784410307583e-01,7.801658583726839e-01,3.408286126880397e-04
129,4,-6.436726853244413e-01,7.800467175147298e-01,-1.070758744077730e-03
129,5,2.941987226485886e-01,1.443467372941547e+00,4.661177474112018e-02
129,6,4.848629934089364e+00,1.097414941460527e+00,2.326511292575391e-02
129,7,9.044204325115523e+00,7.604781212042124e-01,2.352891931856444e-07
129,8,1.825943020323491e+01,5.352564712462667e-01,4.769312001547098e-09
129,9,2.988431754769885e+01,4.106818176577952e-01,4.981762013347354e-10
130,0,1.164366928121569e-04,-1.057214013330048e-03,-2.234253064986703e-05
130,1,-4.673508623186757e-01,3.571529004701346e-02,4.491800384830841e-03
130,2,-6.372271554751858e-01,-3.546952819875708e-01,-2.096424093650761e-02
130,3,-6.570613903177661e-01,7.694173642806911e-01,3.306438657511495e-04
130,4,-6.561083570538467e-01,7.693294113568107e-01,-6.468188463031111e-04
130,5,2.804248045549352e-01,1.447401359836588e+00,4.673886050231951e-02
130,6,4.847072161002582e+00,1.105739698838191e+00,2.344159631908304e-02
130,7,9.043733862383462e+00,7.663147895416399e-01,2.406777257910889e-07
130,8,1.825931416388165e+01,5.393726912750570e-01,4.879178862987719e-09
130,9,2.988427421774675e+01,4.138407092322797e-01,5.096701026699505e-10
131,0,1.180972386859340e-04,-1.065074084794952e-03,-2.250800581544401e-05
131,1,-4.688278206682736e-01,1.357891681532125e-02,1.775070017000553e-03
131,2,-6.271612603655755e-01,-3.720449133700721e-01,-2.199132483056764e-02
131,3,-6.700529961809426e-01,7.584489470271886e-01,3.161846499933148e-04
131,4,-6.686875105670355e-01,7.584226711413270e-01,1.166445871037002e-04
131,5,2.666251078106667e-01,1.451202065030301e+00,4.686164341955134e-02
131,6,4.845502721451055e+00,1.114061790701169e+00,2.361802318527629e-02
131,7,9.043259804417730e+00,7.721511554279450e-01,2.461460261084407e-07
131,8,1.825919723563623e+01,5.434888851566785e-01,4.990696702642609e-09
131,9,2.988423055578783e+01,4.169995962243970e-01,5.213374238004022e-10
132,0,1.197680309139239e-04,-1.072931490463528e-03,-2.267346517303109e-05
132,1,-4.689611007913780e-01,-8.599416140302499e-03,-9.468111474912277e-04
132,2,-6.166164161431216e-01,-3.891112912639304e-01,-2.300163501568778e-02
132,3,-6.828480818041448e-01,7.472641471326941e-01,3.007994079041690e-04
132,4,-6.815372512881482e-01,7.473079547263166e-01,9.475170544911377e-04
132,5,2.528009614709568e-01,1.454869460577624e+00,4.698012259156072e-02
132,6,4.843921621543357e+00,1.122381197524462e+00,2.379439311028464e-02
132,7,9.042782151443138e+00,7.779872165603168e-01,2.516946108545350e-07
132,8,1.825907941850546e+01,5.476050526915709e-01,5.103876946048630e-09
132,9,2.988418656182263e+01,4.201584785991651e-01,5.331793858896699e-10
133,0,1.214490716426597e-04,-1.080786263837320e-03,-2.283891152973466e-05
133,1,-4.677500083534007e-01,-3.075617906730307e-02,-3.666043962796685e-03
133,2,-6.056005095940755e-01,-4.058812884737617e-01,-2.399439414676646e-02
133,3,-6.954442293895146e-01,7.358665537329723e-01,2.875830269404948e-04
133,4,-6.945650895211034e-01,7.359672908874307e-01,1.594300230830164e-03
133,5,2.389536906197368e-01,1.458403531959807e+00,4.709429755052879e-02
133,6,4.842328867431295e+00,1.130697899801424e+00,2.397070568044845e-02
133,7,9.042300903686190e+00,7.838229706360830e-01,2.573239947952481e-07
133,8,1.825896071249623e+01,5.517211936801750e-01,5.218730992080384e-09
133,9,2.988414223585168e+01,4.233173563216021e-01,5.451972077006159e-10
134,0,1.231403642716284e-04,-1.088638438103325e-03,-2.300434766488834e-05
134,1,-4.651952929448163e-01,-5.282772212118554e-02,-6.374814539852858e-03
134,2,-5.941217858280826e-01,-4.223419904418811e-01,-2.496883747095967e-02
134,3,-7.078401213986815e-01,7.242596726555680e-01,2.779129279323433e-04
134,4,-7.075938606436685e-01,7.243939221237667e-01,1.945130678637434e-03
134,5,2.250846162405878e-01,1.461804277961292e+00,4.720416825809780e-02
134,6,4.840724465309838e+00,1.139011878043882e+00,2.414696048250007e-02
134,7,9.041816061375071e+00,7.896584153527118e-01,2.630346907359539e-07
134,8,1.825884111761544e+01,5.558373079229325e-01,5.335270212750288e-09
134,9,2.988409757787553e+01,4.264762293567259e-01,5.573921055745533e-10
135,0,1.248419134462233e-04,-1.096488046134071e-03,-2.316977633192903e-05
135,1,-4.612991715206667e-01,-7.475011517273576e-02,-9.065274580607361e-03
135,2,-5.821888428697675e-01,-4.384807048508398e-01,-2.592421339631783e-02
135,3,-7.200342495442780e-01,7.124469581572679e-01,2.719290873143609e-04
135,4,-7.204667452094738e-01,7.125896406339319e-01,1.988753430374687e-03
135,5,2.111950550905292e-01,1.465071710545831e+00,4.730973510137190e-02
135,6,4.839108421417048e+00,1.147323112782267e+00,2.432315710356652e-02
135,7,9.041327624739655e+00,7.954935484078126e-01,2.688272095121135e-07
135,8,1.825872063387009e+01,5.599533952202859e-01,5.453505953011558e-09
135,9,2.988405258789473e+01,4.296350976695547e-01,5.697652934108026e-10
136,0,1.265537250538728e-04,-1.104335120487946e-03,-2.333520026026998e-05
136,1,-4.560653749744015e-01,-9.645898774588064e-02,-1.172952172831965e-02
136,2,-5.698106259998267e-01,-4.542849711084851e-01,-2.685978405346495e-02
136,3,-7.320246775700244e-01,7.004318673601250e-01,2.692107795745245e-04
136,4,-7.330666131919210e-01,7.005602787232301e-01,1.759501474521320e-03
136,5,1.972863195766830e-01,1.468205854731915e+00,4.741099888889529e-02
136,6,4.837480742034010e+00,1.155631584565729e+00,2.449929513117205e-02
136,7,9.040835594011499e+00,8.013283674991378e-01,2.747020599800034e-07
136,8,1.825859926126720e+01,5.640694553726784e-01,5.573449530564221e-09
136,9,2.988400726590983e+01,4.327939612251061e-01,5.823179826466550e-10
137,0,1.282758062234692e-04,-1.112179693409757e-03,-2.350062215717949e-05
137,1,-4.494992185636488e-01,-1.178893694362191e-01,-1.435957997692460e-02
